Total games played,Session games played,Wins,Loses
988953,39,7,28
989163,210,88,112
989219,56,17,38
989311,92,30,49
989411,100,36,58
989477,66,18,39
989595,118,42,67
989690,95,35,56
989755,65,21,42
989813,58,17,37
989976,163,60,85
990102,126,45,70
990229,127,47,71
990295,66,21,40
990361,66,20,40
990487,126,45,69
990568,81,27,49
990709,141,58,79
990859,150,58,84
990919,60,18,38
990995,76,25,48
991141,146,54,79
991166,25,3,21
991248,82,24,48
991302,54,16,34
991362,60,19,40
991439,77,25,49
991533,94,34,55
991701,168,67,96
991790,89,30,52
991916,126,49,69
991957,41,8,28
992007,50,13,33
992064,57,16,37
992151,87,28,51
992231,80,25,46
992340,109,41,64
992409,69,22,44
992493,84,29,49
992528,35,7,27
992612,84,27,51
992699,87,30,52
992847,148,59,82
992913,66,19,43
993028,115,41,67
993106,78,26,46
993158,52,14,33
993199,41,9,28
993282,83,30,49
993400,118,44,69
993483,83,29,50
993590,107,40,61
993638,48,12,31
993753,115,43,65
993797,44,10,30
993909,112,41,66
993984,75,24,45
994071,87,27,50
994164,93,32,53
994231,67,22,42
994358,127,49,71
994432,74,22,45
994559,127,47,73
994685,126,47,70
994820,135,50,76
994924,104,37,61
994983,59,17,39
995023,40,9,27
995131,108,40,61
995186,55,17,36
995247,61,18,37
995314,67,19,40
995442,128,47,70
995570,128,48,72
995664,94,33,55
995706,42,9,29
995809,103,37,59
995881,72,22,43
995961,80,25,48
996020,59,18,38
996140,120,45,67
996244,104,39,59
996295,51,11,33
996540,245,99,125
996708,168,68,94
996809,101,36,58
996870,61,16,37
996958,88,31,54
997075,117,42,67
997134,59,19,38
997211,77,25,45
997273,62,17,41
997411,138,53,78
997531,120,46,68
997592,61,19,39
997736,144,55,82
997793,57,17,37
998225,432,187,220
998338,113,40,66
998399,61,19,40
998585,186,74,101
998802,217,88,115
998934,132,49,75
999003,69,23,43
999080,77,26,49
999153,73,24,46
999303,150,60,81
999393,90,26,49
999450,57,15,36
999632,182,66,91
999748,116,42,67
999822,74,21,43
999926,104,39,61
999991,65,19,40
1000174,183,74,100
1000240,66,22,42
1000534,294,119,150
1000685,151,60,81
1000747,62,19,41
1000813,66,19,41
1000855,42,9,31
1000916,61,18,40
1000999,83,28,48
1001154,155,56,85
1001283,129,45,69
1001341,58,18,38
1001417,76,25,47
1001516,99,34,56
1001593,77,24,44
1001647,54,16,36
1001718,71,22,43
1001828,110,41,64
1001905,77,26,47
1002025,120,41,67
1002104,79,28,48
1002205,101,34,57
1002277,72,24,45
1002347,70,21,41
1002386,39,8,29
1002482,96,34,56
1002517,35,7,27
1002645,128,47,71
1002702,57,17,35
1002839,137,50,75
1002952,113,37,59
1003010,58,17,37
1003084,74,24,45
1003202,118,42,67
1003275,73,25,44
1003383,108,38,59
1003430,47,12,32
1003539,109,39,64
1003610,71,22,45
1003698,88,27,50
1003816,118,45,66
1003865,49,13,34
1003904,39,7,27
1003996,92,34,57
1004045,49,14,34
1004156,111,39,60
1004195,39,8,29
1004333,138,52,78
1004450,117,41,65
1004482,32,5,23
1004543,61,19,39
1004636,93,30,55
1004737,101,35,54
1004792,55,16,35
1004916,124,45,71
1005020,104,39,61
1005124,104,37,60
1005211,87,29,49
1005305,94,32,53
1005390,85,29,50
1005581,191,75,101
1005816,235,98,125
1005873,57,18,38
1006010,137,54,77
1006069,59,17,36
1006179,110,40,61
1006244,65,20,40
1006293,49,12,36
1006437,144,54,81
1006517,80,27,50
1006552,35,8,26
1006658,106,41,63
1006767,109,37,61
1006819,52,13,34
1006948,129,49,72
1007031,83,27,47
1007076,45,10,31
1007148,72,22,42
1007178,30,5,23
1007330,152,57,82
1007444,114,42,63
1007534,90,29,55
1007614,80,29,49
1007721,107,39,61
1007802,81,26,52
1007900,98,34,55
1007949,49,11,32
1008131,182,67,96
1008272,141,54,79
1008303,31,6,24
1008379,76,25,44
1008538,159,63,89
1008664,126,46,70
1008885,221,89,115
1008993,108,38,62
1009209,216,85,114
1009262,53,14,34
1009380,118,44,69
1009445,65,19,40
1009492,47,14,32
1009616,124,43,66
1009697,81,28,46
1009845,148,56,81
1009962,117,46,68
1010067,105,37,62
1010133,66,20,42
1010226,93,30,54
1010294,68,20,40
1010395,101,33,59
1010441,46,11,30
1010547,106,34,58
1010642,95,31,56
1010678,36,8,28
1010766,88,30,52
1010806,40,8,28
1010964,158,60,85
1010997,33,7,25
1011089,92,32,54
1011214,125,47,72
1011266,52,14,34
1011402,136,56,77
1011451,49,14,32
1011633,182,71,96
1011789,156,61,84
1011844,55,16,36
1012084,240,98,130
1012157,73,23,45
1012201,44,10,31
1012284,83,26,48
1012394,110,42,64
1012480,86,26,50
1012528,48,12,32
1012636,108,38,58
1012670,34,6,26
1012730,60,18,38
1012790,60,17,39
1012896,106,37,59
1012958,62,17,42
1013034,76,24,47
1013163,129,48,71
1013243,80,25,47
1013381,138,52,77
1013506,125,47,73
1013551,45,9,30
1013621,70,23,43
1013731,110,42,63
1013797,66,21,41
1013870,73,23,44
1013957,87,30,50
1014000,43,11,31
1014179,179,72,98
1014285,106,38,60
1014413,128,46,71
1014576,163,64,86
1014640,64,18,41
1014769,129,47,71
1014835,66,21,42
1014927,92,31,55
1014978,51,13,33
1015120,142,55,79
1015211,91,32,52
1015313,102,34,60
1015362,49,12,34
1015415,53,14,35
1015579,164,63,90
1015643,64,21,39
1015782,139,53,76
1015808,26,3,23
1015913,105,37,61
1015998,85,26,48
1016264,266,111,136
1016408,144,55,77
1016483,75,21,43
1016539,56,18,36
1016617,78,25,48
1016687,70,21,43
1016732,45,11,31
1016910,178,68,93
1016973,63,21,42
1017059,86,30,49
1017179,120,44,68
1017253,74,24,47
1017316,63,20,40
1017394,78,28,47
1017469,75,26,48
1017678,209,82,105
1017749,71,23,43
1017811,62,20,39
1017902,91,32,54
1018000,98,35,56
1018214,214,88,111
1018313,99,35,57
1018366,53,14,35
1018460,94,33,53
1018577,117,44,66
1018708,131,49,74
1018879,171,68,91
1018924,45,12,30
1019019,95,35,55
1019051,32,5,25
1019110,59,17,36
1019159,49,14,32
1019277,118,41,64
1019365,88,29,51
1019429,64,18,39
1019488,59,17,39
1019645,157,60,86
1019707,62,19,40
1019754,47,11,33
1019830,76,22,46
1019947,117,42,65
1020052,105,37,58
1020294,242,102,128
1020385,91,31,55
1020474,89,30,50
1020541,67,20,40
1020635,94,33,54
1020851,216,85,108
1021068,217,88,116
1021168,100,35,57
1021215,47,11,32
1021283,68,22,41
1021380,97,34,57
1021473,93,33,53
1021552,79,26,48
1021619,67,19,40
1021778,159,61,86
1021835,57,16,37
1021948,113,43,63
1021984,36,5,26
1022074,90,33,53
1022180,106,37,58
1022225,45,12,31
1022284,59,18,39
1022388,104,36,61
1022540,152,61,83
1022661,121,48,69
1022875,214,88,113
1022971,96,36,57
1023168,197,73,104
1023334,166,65,88
1023392,58,17,37
1023562,170,66,91
1023647,85,29,50
1023761,114,42,64
1023850,89,32,52
1023900,50,13,33
1024108,208,84,110
1024228,120,45,69
1024408,180,73,95
1024458,50,13,34
1024490,32,2,22
1024575,85,29,51
1024695,120,45,66
1024741,46,11,32
1024840,99,34,57
1024907,67,21,43
1024987,80,27,48
1025042,55,15,36
1025129,87,31,53
1025186,57,16,36
1025255,69,19,43
1025384,129,50,71
1025447,63,19,40
1025533,86,30,52
1025639,106,36,60
1025709,70,21,43
1025820,111,42,64
1025882,62,19,39
1025934,52,14,35
1026066,132,52,76
1026140,74,25,44
1026222,82,26,49
1026433,211,84,113
1026537,104,40,62
1026687,150,55,83
1026739,52,13,36
1026777,38,7,28
1026832,55,16,37
1026892,60,18,40
1026941,49,13,32
1027001,60,19,37
1027161,160,64,89
1027271,110,40,67
1027323,52,14,36
1027373,50,14,35
1027434,61,19,39
1027558,124,45,69
1027609,51,15,34
1027688,79,25,47
1027762,74,24,43
1027889,127,49,72
1027937,48,13,33
1028025,88,30,54
1028254,229,94,121
1028296,42,11,29
1028381,85,30,52
1028504,123,48,71
1028632,128,47,69
1028742,110,40,63
1028846,104,37,59
1028906,60,18,37
1028970,64,21,41
1029074,104,37,62
1029142,68,23,43
1029243,101,39,59
1029356,113,41,64
1029444,88,29,50
1029512,68,22,42
1029621,109,40,63
1029781,160,62,87
1029870,89,33,54
1030067,197,77,101
1030243,176,67,93
1030318,75,24,46
1030387,69,24,44
1030498,111,44,63
1030721,223,88,114
1030834,113,40,63
1030869,35,6,24
1030932,63,19,39
1031113,181,73,101
1031199,86,29,47
1031290,91,34,54
1031388,98,35,54
1031435,47,12,34
1031543,108,39,65
1031654,111,41,63
1031702,48,12,33
1031765,63,19,41
1031830,65,19,38
1031927,97,34,56
1032012,85,28,51
1032080,68,21,42
1032250,170,67,94
1032360,110,41,60
1032459,99,33,55
1032503,44,11,30
1032643,140,54,75
1032736,93,35,55
1032866,130,47,72
1032961,95,33,55
1033054,93,31,56
1033108,54,15,35
1033157,49,13,33
1033245,88,29,51
1033307,62,19,39
1033365,58,15,39
1033510,145,56,81
1033610,100,35,60
1033723,113,41,66
1033913,190,78,105
1034072,159,57,87
1034142,70,23,46
1034235,93,33,54
1034395,160,62,85
1034529,134,50,76
1034649,120,45,69
1034757,108,38,62
1034815,58,17,37
1034908,93,30,53
1034995,87,30,52
1035124,129,49,73
1035217,93,31,55
1035329,112,42,63
1035444,115,44,65
1035529,85,28,51
1035609,80,28,49
1035735,126,46,70
1035934,199,79,106
1036057,123,45,70
1036177,120,44,69
1036228,51,13,32
1036289,61,19,40
1036417,128,44,73
1036615,198,75,100
1036672,57,15,35
1036749,77,25,47
1036929,180,73,97
1037050,121,42,69
1037189,139,51,78
1037243,54,15,35
1037408,165,65,87
1037509,101,37,60
1037598,89,30,53
1037678,80,26,49
1037734,56,17,35
1037880,146,56,77
1037964,84,28,48
1038060,96,33,54
1038142,82,25,49
1038262,120,42,65
1038432,170,65,89
1038562,130,49,75
1038669,107,39,62
1038782,113,39,63
1038874,92,31,53
1038974,100,34,55
1039042,68,23,43
1039078,36,8,28
1039183,105,39,65
1039365,182,74,94
1039414,49,13,32
1039498,84,28,48
1039591,93,29,49
1039692,101,32,57
1039851,159,61,87
1039897,46,10,31
1039996,99,36,55
1040070,74,26,47
1040151,81,27,47
1040208,57,16,37
1040292,84,31,49
1040426,134,53,73
1040503,77,25,45
1040612,109,36,63
1040717,105,41,60
1040820,103,35,61
1040863,43,11,31
1040948,85,29,51
1041130,182,73,96
1041219,89,29,52
1041338,119,46,70
1041383,45,11,33
1041413,30,4,24
1041465,52,13,36
1041527,62,16,41
1041616,89,32,52
1041691,75,26,46
1041740,49,14,35
1041797,57,16,34
1041861,64,19,40
1041988,127,45,69
1042194,206,83,109
1042286,92,30,53
1042345,59,18,38
1042539,194,76,103
1042623,84,29,49
1042799,176,69,93
1042899,100,35,59
1042971,72,23,44
1043025,54,12,34
1043098,73,24,45
1043216,118,43,67
1043260,44,10,30
1043402,142,50,76
1043448,46,11,31
1043535,87,33,54
1043586,51,13,33
1043652,66,21,41
1043758,106,42,62
1044020,262,106,137
1044146,126,51,72
1044219,73,25,43
1044262,43,9,31
1044380,118,42,67
1044453,73,23,45
1044552,99,33,55
1044616,64,19,40
1044814,198,78,109
1044968,154,57,81
1045015,47,11,31
1045110,95,33,58
1045190,80,30,49
1045246,56,17,39
1045295,49,15,33
1045360,65,18,41
1045483,123,45,71
1045614,131,50,74
1045715,101,34,57
1045779,64,21,43
1045875,96,34,55
1046003,128,49,74
1046069,66,21,40
1046119,50,13,35
1046183,64,17,42
1046242,59,17,39
1046342,100,37,57
1046401,59,17,38
1046632,231,91,122
1046723,91,30,54
1046789,66,21,44
1046979,190,77,101
1047037,58,18,36
1047117,80,26,50
1047168,51,13,31
1047264,96,31,55
1047329,65,21,39
1047440,111,39,61
1047549,109,38,63
1047607,58,17,35
1047654,47,13,34
1047703,49,11,33
1047928,225,92,124
1048002,74,20,42
1048167,165,64,91
1048253,86,30,50
1048405,152,59,84
1048470,65,20,41
1048528,58,15,35
1048619,91,30,53
1048698,79,26,50
1048789,91,32,53
1048859,70,23,42
1048925,66,22,41
1048996,71,20,42
1049063,67,21,42
1049172,109,38,63
1049371,199,79,110
1049397,26,4,22
1049518,121,44,70
1049615,97,37,57
1049660,45,11,32
1049774,114,43,65
1049852,78,26,46
1050014,162,63,90
1050120,106,36,58
1050207,87,31,52
1050284,77,25,46
1050377,93,32,55
1050472,95,32,55
1050575,103,34,58
1050661,86,31,52
1050689,28,5,23
1050742,53,15,37
1050877,135,50,76
1051005,128,51,73
1051060,55,15,33
1051409,349,148,177
1051465,56,16,37
1051572,107,40,61
1051805,233,92,122
1052107,302,124,154
1052228,121,43,70
1052468,240,97,124
1052541,73,24,43
1052773,232,91,123
1052896,123,47,70
1053042,146,55,79
1053119,77,26,45
1053171,52,14,35
1053248,77,26,47
1053339,91,33,56
1053390,51,13,34
1053543,153,59,84
1053616,73,22,42
1053863,247,99,130
1053939,76,26,45
1054021,82,26,51
1054103,82,28,49
1054217,114,42,63
1054266,49,14,33
1054337,71,22,46
1054438,101,34,59
1054575,137,51,73
1054672,97,30,58
1054730,58,18,38
1054799,69,20,42
1055133,334,142,177
1055217,84,26,49
1055338,121,45,66
1055388,50,13,34
1055470,82,28,49
1055515,45,12,31
1055661,146,57,81
1055836,175,62,94
1055909,73,25,46
1055990,81,27,48
1056097,107,38,61
1056247,150,59,81
1056456,209,82,110
1056505,49,13,33
1056663,158,63,86
1056690,27,4,22
1056806,116,43,68
1056972,166,64,87
1057155,183,75,99
1057222,67,20,43
1057265,43,10,31
1057320,55,15,35
1057509,189,75,101
1057584,75,23,43
1057635,51,12,32
1057673,38,9,27
1057721,48,13,33
1057823,102,37,57
1058104,281,116,146
1058210,106,38,61
1058259,49,12,32
1058346,87,30,50
1058476,130,47,74
1058513,37,8,26
1058566,53,13,33
1058610,44,9,30
1058715,105,36,60
1058771,56,17,35
1058940,169,69,92
1059064,124,45,67
1059128,64,17,40
1059262,134,47,73
1059306,44,10,32
1059380,74,22,44
1059459,79,25,50
1059516,57,16,37
1059695,179,67,90
1059814,119,44,67
1059878,64,19,38
1060015,137,53,77
1060090,75,24,44
1060286,196,72,103
1060322,36,7,27
1060473,151,55,83
1060579,106,37,63
1060773,194,74,99
1060868,95,34,54
1060990,122,47,67
1061028,38,7,29
1061209,181,69,97
1061317,108,39,63
1061380,63,20,40
1061456,76,24,48
1061551,95,29,57
1061634,83,29,51
1061835,201,80,109
1061940,105,38,59
1062059,119,45,68
1062147,88,31,55
1062276,129,46,67
1062341,65,19,42
1062429,88,30,51
1062535,106,39,62
1062598,63,19,41
1062635,37,8,27
1062739,104,39,60
1062801,62,19,40
1062898,97,34,58
1062941,43,10,29
1063038,97,35,57
1063133,95,34,57
1063177,44,11,30
1063256,79,26,47
1063386,130,48,72
1063459,73,24,45
1063547,88,31,52
1063817,270,111,142
1063888,71,22,42
1063987,99,33,56
1064078,91,32,55
1064245,167,66,89
1064280,35,6,26
1064346,66,19,41
1064440,94,33,55
1064476,36,7,27
1064525,49,11,33
1064639,114,41,64
1064729,90,32,55
1064929,200,83,105
1064983,54,16,38
1065025,42,10,30
1065151,126,47,70
1065202,51,13,33
1065278,76,22,43
1065344,66,21,42
1065410,66,21,40
1065476,66,20,42
1065593,117,43,65
1065633,40,9,29
1065668,35,5,25
1065737,69,23,41
1065817,80,27,50
1065877,60,17,38
1065995,118,41,67
1066049,54,13,34
1066126,77,27,45
1066209,83,29,49
1066309,100,35,55
1066409,100,36,58
1066490,81,28,49
1066676,186,75,102
1066864,188,71,103
1066949,85,28,50
1067124,175,70,95
1067328,204,77,105
1067522,194,79,106
1067718,196,75,106
1067771,53,17,35
1067837,66,20,40
1067902,65,22,40
1067980,78,25,47
1068087,107,39,64
1068239,152,57,85
1068329,90,27,49
1068430,101,37,57
1068504,74,24,46
1068593,89,30,51
1068667,74,22,41
1068709,42,11,30
1068820,111,40,66
1068948,128,45,69
1069016,68,21,41
1069089,73,22,44
1069141,52,15,33
1069201,60,17,39
1069290,89,31,50
1069422,132,52,78
1069600,178,68,94
1069710,110,40,59
1069800,90,30,54
1069913,113,43,64
1069996,83,26,47
1070051,55,15,35
1070099,48,13,31
1070139,40,9,29
1070174,35,8,26
1070235,61,19,39
1070444,209,84,111
1070573,129,48,75
1070619,46,13,33
1070676,57,16,36
1070974,298,126,155
1071030,56,16,36
1071128,98,35,57
1071185,57,14,35
1071321,136,50,76
1071435,114,42,65
1071611,176,67,94
1071680,69,19,41
1071855,175,70,99
1071939,84,24,52
1072023,84,29,51
1072105,82,27,50
1072163,58,16,39
1072205,42,10,29
1072295,90,31,58
1072454,159,61,87
1072541,87,29,50
1072668,127,48,70
1072951,283,120,148
1073045,94,32,53
1073127,82,28,48
1073233,106,39,61
1073340,107,38,61
1073383,43,12,30
1073447,64,20,43
1073551,104,37,61
1073593,42,9,29
1073705,112,41,62
1073754,49,14,34
1073822,68,21,43
1073944,122,46,67
1073986,42,10,29
1074040,54,16,34
1074125,85,27,48
1074176,51,14,36
1074249,73,23,44
1074464,215,89,113
1074516,52,13,35
1074680,164,64,93
1074786,106,37,62
1074889,103,38,59
1074968,79,26,48
1075095,127,48,69
1075169,74,25,45
1075302,133,49,75
1075395,93,29,52
1075519,124,45,69
1075578,59,16,36
1075623,45,12,32
1075732,109,41,62
1075775,43,11,30
1075953,178,72,97
1076091,138,52,75
1076161,70,21,45
1076328,167,65,91
1076391,63,16,38
1076541,150,57,80
1076771,230,91,117
1076821,50,14,35
1076962,141,55,77
1077042,80,26,47
1077140,98,34,59
1077197,57,14,36
1077303,106,35,57
1077506,203,82,105
1077647,141,52,79
1077728,81,27,47
1078008,280,118,150
1078064,56,17,36
1078115,51,14,32
1078349,234,93,120
1078473,124,45,68
1078549,76,25,48
1078628,79,26,48
1078710,82,27,50
1078836,126,47,70
1078892,56,16,37
1078930,38,8,28
1078995,65,20,41
1079176,181,70,95
1079243,67,21,43
1079370,127,48,70
1079470,100,36,58
1079520,50,15,33
1079591,71,23,43
1079752,161,63,90
1079811,59,18,40
1079901,90,29,53
1079954,53,15,35
1080075,121,44,68
1080245,170,65,89
1080333,88,30,49
1080394,61,18,38
1080481,87,30,52
1080546,65,19,41
1080647,101,35,57
1080730,83,27,49
1080788,58,18,38
1080882,94,34,55
1080929,47,11,31
1081013,84,29,51
1081102,89,32,55
1081207,105,38,60
1081329,122,45,67
1081416,87,31,49
1081482,66,20,38
1081601,119,42,67
1081689,88,32,55
1081766,77,25,47
1081879,113,43,65
1081962,83,30,51
1082188,226,86,115
1082228,40,10,29
1082358,130,47,74
1082447,89,28,53
1082623,176,71,97
1082709,86,28,47
1082823,114,42,66
1082992,169,68,87
1083110,118,43,69
1083222,112,43,64
1083278,56,15,36
1083377,99,36,58
1083414,37,9,27
1083480,66,20,42
1083546,66,22,42
1083646,100,35,58
1083733,87,31,53
1083897,164,61,88
1083949,52,14,34
1083991,42,11,30
1084127,136,55,77
1084247,120,46,70
1084303,56,16,36
1084666,363,151,184
1084823,157,60,85
1084957,134,50,73
1085086,129,49,73
1085235,149,59,82
1085453,218,87,114
1085512,59,15,37
1085631,119,44,65
1085780,149,56,84
1085814,34,6,27
1085870,56,15,37
1086056,186,71,98
1086119,63,21,40
1086156,37,8,27
1086283,127,47,68
1086364,81,25,48
1086418,54,16,34
1086553,135,51,73
1086607,54,16,36
1086693,86,25,52
1086825,132,52,73
1086963,138,51,75
1087126,163,61,91
1087206,80,26,47
1087313,107,38,65
1087426,113,42,65
1087533,107,40,62
1087644,111,44,64
1087697,53,14,34
1087792,95,34,57
1087883,91,29,51
1087926,43,11,29
1087991,65,21,40
1088136,145,59,81
1088208,72,23,46
1088340,132,51,74
1088503,163,65,87
1088556,53,14,35
1088667,111,40,64
1088737,70,22,43
1088843,106,37,60
1088944,101,37,60
1089024,80,26,47
1089090,66,19,40
1089174,84,29,52
1089247,73,24,43
1089463,216,85,115
1089501,38,8,27
1089561,60,19,38
1089628,67,20,41
1089701,73,23,44
1089807,106,39,62
1089940,133,49,73
1090097,157,61,85
1090157,60,18,36
1090237,80,26,48
1090351,114,41,64
1090407,56,16,38
1090485,78,25,49
1090548,63,18,41
1090641,93,30,56
1090751,110,39,62
1090782,31,5,23
1090891,109,40,65
1091078,187,79,102
1091227,149,59,84
1091358,131,50,74
1091427,69,21,42
1091531,104,37,62
1091603,72,23,46
1091763,160,59,85
1091993,230,91,121
1092106,113,42,63
1092235,129,49,71
1092320,85,29,52
1092615,295,124,152
1092752,137,53,77
1092843,91,29,53
1093174,331,137,166
1093285,111,39,64
1093337,52,13,34
1093404,67,20,42
1093510,106,40,60
1093573,63,19,41
1093621,48,12,31
1093689,68,20,43
1093856,167,65,89
1093983,127,46,70
1094029,46,11,32
1094079,50,13,34
1094152,73,24,46
1094276,124,46,67
1094323,47,12,33
1094347,24,2,22
1094448,101,36,59
1094550,102,35,58
1094628,78,26,45
1094706,78,24,45
1094794,88,31,50
1094891,97,32,55
1094957,66,21,43
1095029,72,22,43
1095107,78,25,45
1095153,46,12,30
1095261,108,39,62
1095346,85,29,51
1095400,54,14,35
1095442,42,10,30
1095492,50,13,33
1095620,128,48,72
1095780,160,61,83
1095900,120,45,67
1095930,30,6,24
1096116,186,71,98
1096326,210,80,109
1096459,133,52,73
1096519,60,18,38
1096627,108,39,63
1096727,100,34,60
1096952,225,92,118
1097061,109,41,61
1097198,137,50,76
1097263,65,22,40
1097351,88,30,53
1097412,61,16,38
1097613,201,83,106
1097749,136,51,74
1097854,105,36,55
1097926,72,24,42
1097973,47,13,31
1098239,266,106,144
1098400,161,61,84
1098517,117,43,68
1098704,187,73,101
1098895,191,76,104
1098931,36,8,26
1099057,126,49,70
1099157,100,35,55
1099273,116,41,65
1099375,102,36,56
1099478,103,37,62
1099530,52,15,36
1099666,136,50,76
1099788,122,45,69
1100061,273,110,142
1100156,95,33,55
1100256,100,35,56
1100393,137,53,77
1100499,106,39,59
1100615,116,41,65
1100662,47,12,31
1100728,66,20,42
1101029,301,126,156
1101139,110,39,63
1101196,57,18,38
1101302,106,38,61
1101349,47,12,32
1101427,78,27,45
1101469,42,11,29
1101603,134,49,73
1101764,161,63,89
1101841,77,27,48
1101925,84,28,53
1101985,60,19,39
1102043,58,15,37
1102160,117,44,67
1102207,47,12,32
1102295,88,31,51
1102395,100,38,56
1102478,83,30,49
1102558,80,26,47
1102684,126,49,70
1102833,149,52,77
1102909,76,24,45
1103016,107,40,61
1103091,75,24,47
1103138,47,12,33
1103182,44,10,30
1103316,134,53,73
1103459,143,55,81
1103630,171,70,94
1103669,39,7,27
1103734,65,18,39
1103783,49,13,34
1103951,168,65,90
1104013,62,17,38
1104068,55,16,37
1104107,39,8,28
1104261,154,55,84
1104356,95,33,57
1104395,39,9,27
1104481,86,28,51
1104522,41,9,28
1104574,52,15,34
1104653,79,25,48
1104749,96,35,57
1104811,62,19,37
1104851,40,8,28
1104988,137,51,74
1105077,89,29,51
1105204,127,48,71
1105309,105,39,59
1105397,88,30,52
1105469,72,23,46
1105598,129,47,70
1105730,132,48,72
1105778,48,14,32
1105961,183,71,97
1106050,89,30,53
1106224,174,69,91
1106281,57,16,39
1106350,69,21,44
1106505,155,60,83
1106552,47,12,32
1106597,45,10,30
1106800,203,81,111
1106914,114,37,63
1107025,111,40,63
1107095,70,23,44
1107165,70,23,45
1107225,60,19,41
1107360,135,52,78
1107438,78,24,45
1107521,83,29,49
1107627,106,38,62
1107714,87,30,51
1107807,93,34,52
1107884,77,26,48
1108008,124,44,69
1108108,100,35,57
1108153,45,11,33
1108273,120,44,70
1108372,99,33,56
1108436,64,21,41
1108509,73,22,47
1108571,62,19,40
1108625,54,15,36
1108688,63,20,41
1108795,107,38,60
1108982,187,71,99
1109081,99,33,57
1109144,63,18,40
1109182,38,9,28
1109305,123,45,70
1109521,216,89,115
1109590,69,22,41
1109712,122,46,69
1109829,117,44,68
1109892,63,18,36
1109998,106,38,61
1110059,61,17,41
1110179,120,46,68
1110255,76,27,45
1110397,142,56,77
1110477,80,28,50
1110585,108,38,62
1110700,115,44,65
1110767,67,21,42
1110841,74,22,43
1110923,82,25,50
1110994,71,23,46
1111185,191,77,102
1111245,60,20,40
1111375,130,49,72
1111450,75,26,47
1111534,84,29,51
1111576,42,10,30
1111639,63,18,40
1111775,136,50,75
1111870,95,33,56
1111907,37,7,27
1112004,97,35,55
1112131,127,46,69
1112229,98,35,58
1112309,80,27,47
1112364,55,15,36
1112477,113,43,65
1112568,91,31,53
1112697,129,47,70
1112927,230,91,123
1113044,117,42,63
1113221,177,69,96
1113278,57,16,38
1113466,188,78,99
1113543,77,24,44
1113610,67,21,42
1113701,91,32,51
1113810,109,40,65
1113915,105,37,62
1114128,213,86,114
1114210,82,28,48
1114462,252,105,133
1114623,161,62,86
1114770,147,56,77
1114868,98,36,56
1114996,128,45,72
1115099,103,38,60
1115180,81,27,51
1115230,50,14,34
1115286,56,17,37
1115348,62,19,40
1115508,160,60,85
1115632,124,44,70
1115747,115,44,64
1115803,56,16,36
1115908,105,38,61
1115983,75,24,46
1116129,146,55,78
1116237,108,39,61
1116316,79,28,50
1116380,64,20,40
1116543,163,62,89
1116746,203,82,107
1116814,68,23,43
1116871,57,16,36
1116987,116,44,66
1117096,109,41,61
1117173,77,26,47
1117222,49,13,34
1117312,90,29,51
1117388,76,26,46
1117589,201,78,103
1117622,33,5,25
1117670,48,14,32
1117796,126,47,72
1117834,38,9,27
1117911,77,26,47
1117966,55,14,37
1118083,117,42,67
1118272,189,74,104
1118307,35,6,26
1118391,84,31,51
1118479,88,31,54
1118598,119,43,66
1118693,95,34,54
1118863,170,65,89
1118932,69,20,41
1118985,53,15,34
1119190,205,81,109
1119278,88,29,52
1119315,37,8,26
1119405,90,31,54
1119507,102,38,60
1119555,48,13,34
1119646,91,30,53
1119690,44,10,30
1119783,93,31,53
1119836,53,15,37
1119928,92,34,53
1120128,200,84,110
1120197,69,21,41
1120314,117,43,67
1120423,109,39,63
1120495,72,23,45
1120555,60,19,38
1120717,162,63,85
1120812,95,35,57
1120904,92,30,54
1121010,106,40,62
1121055,45,11,31
1121111,56,17,35
1121162,51,14,33
1121241,79,28,49
1121339,98,36,58
1121419,80,28,48
1121505,86,29,51
1121571,66,21,42
1121632,61,18,41
1121769,137,50,76
1121930,161,63,86
1122026,96,35,56
1122068,42,10,30
1122195,127,49,72
1122301,106,39,63
1122365,64,21,40
1122469,104,37,59
1122567,98,33,57
1122609,42,10,29
1122710,101,38,60
1122813,103,37,58
1122855,42,12,30
1122909,54,15,37
1122949,40,8,28
1123044,95,32,57
1123131,87,29,52
1123293,162,63,89
1123392,99,34,55
1123478,86,30,53
1123646,168,66,91
1123729,83,24,46
1123801,72,22,45
1123957,156,61,86
1124051,94,33,56
1124106,55,16,37
1124147,41,9,30
1124369,222,90,113
1124459,90,32,54
1124558,99,37,58
1124723,165,65,90
1124783,60,17,38
1124906,123,44,69
1124981,75,23,45
1125040,59,20,38
1125079,39,8,28
1125163,84,28,49
1125241,78,25,47
1125423,182,74,100
1125480,57,15,36
1125552,72,24,45
1125676,124,46,69
1125732,56,15,35
1125788,56,14,36
1125874,86,29,50
1125986,112,41,65
1126026,40,7,28
1126164,138,52,77
1126258,94,33,56
1126395,137,55,78
1126513,118,42,64
1126646,133,48,71
1126692,46,11,33
1126792,100,36,58
1126904,112,36,64
1127011,107,36,63
1127173,162,60,89
1127246,73,25,44
1127344,98,34,56
1127457,113,42,64
1127569,112,39,62
1127684,115,43,61
1127747,63,18,39
1127884,137,53,77
1127928,44,11,30
1128061,133,53,76
1128148,87,29,50
1128291,143,56,80
1128503,212,83,113
1128574,71,23,44
1128644,70,23,44
1128684,40,9,29
1128802,118,42,65
1128967,165,68,90
